Time,Price,Direction,Result
2024-01-02 17:45:00,2.03095,UP,Lose
2024-01-02 17:46:00,2.06044,UP,Win
2024-01-02 17:47:00,2.07289,DOWN,Lose
2024-01-02 17:48:00,2.05938,DOWN,Lose
2024-01-02 17:49:00,2.04615,UP,Win
2024-01-02 17:50:00,2.05097,UP,Lose
2024-01-02 17:51:00,2.05644,UP,Lose
2024-01-02 17:52:00,2.06193,UP,Lose
2024-01-02 17:53:00,2.05938,DOWN,Lose
2024-01-02 17:54:00,2.05813,DOWN,Win
2024-01-02 17:55:00,2.06141,UP,Win
2024-01-02 17:56:00,2.06226,DOWN,Lose
2024-01-02 17:57:00,2.04007,UP,Lose
2024-01-02 17:58:00,2.03777,UP,Win
2024-01-02 17:59:00,2.02926,DOWN,Win
2024-01-02 18:00:00,2.03101,UP,Lose
2024-01-02 18:01:00,2.06086,DOWN,Win
2024-01-02 18:02:00,2.06454,UP,Win
2024-01-02 18:03:00,2.0614,DOWN,Win
2024-01-02 18:04:00,2.07062,UP,Win
2024-01-02 18:05:00,2.07545,DOWN,Lose
2024-01-02 18:06:00,2.07965,UP,Win
2024-01-02 18:07:00,2.08572,UP,Lose
2024-01-02 18:08:00,2.10628,DOWN,Lose
2024-01-02 18:09:00,2.09497,UP,Win
2024-01-02 18:10:00,2.09971,DOWN,Lose
2024-01-02 18:11:00,2.09045,DOWN,Lose
2024-01-02 18:12:00,2.096,UP,Win
2024-01-02 18:13:00,2.08682,UP,Win
2024-01-02 18:14:00,2.08264,UP,Win
2024-01-02 18:15:00,2.07969,UP,Lose
2024-01-02 18:16:00,2.08945,DOWN,Lose
2024-01-02 18:17:00,2.09863,UP,Lose
2024-01-02 18:18:00,2.08618,UP,Lose
2024-01-02 18:19:00,2.08673,UP,Win
2024-01-02 18:20:00,2.07963,DOWN,Lose
2024-01-02 18:21:00,2.06704,UP,Win
2024-01-02 18:22:00,2.06487,DOWN,Win
2024-01-02 18:23:00,2.06179,UP,Win
2024-01-02 18:24:00,2.08606,DOWN,Win
2024-01-02 18:25:00,2.09039,UP,Lose
2024-01-02 18:26:00,2.07661,UP,Win
2024-01-02 18:27:00,2.07096,DOWN,Lose
2024-01-02 18:28:00,2.08118,UP,Win
2024-01-02 18:29:00,2.10206,UP,Win
2024-01-02 18:30:00,2.0862,UP,Win
2024-01-02 18:31:00,2.0674,DOWN,Lose
2024-01-02 18:32:00,2.08611,UP,Win
2024-01-02 18:33:00,2.09001,DOWN,Win
2024-01-02 18:34:00,2.08132,DOWN,Win
2024-01-02 18:35:00,2.08667,DOWN,Win
2024-01-02 18:36:00,2.06031,UP,Lose
2024-01-02 18:37:00,2.06035,DOWN,Lose
2024-01-02 18:38:00,2.06363,DOWN,Win
2024-01-02 18:39:00,2.07287,UP,Win
2024-01-02 18:40:00,2.06273,DOWN,Lose
2024-01-02 18:41:00,2.06359,DOWN,Lose
2024-01-02 18:42:00,2.05433,UP,Lose
2024-01-02 18:43:00,2.05689,UP,Win
2024-01-02 18:44:00,2.04793,DOWN,Lose
2024-01-02 18:45:00,2.04385,UP,Win
2024-01-02 18:46:00,2.03389,UP,Lose
2024-01-02 18:47:00,2.0404,UP,Lose
2024-01-02 18:48:00,2.04899,DOWN,Win
2024-01-02 18:49:00,2.04664,DOWN,Lose
2024-01-02 18:50:00,2.04702,UP,Win
2024-01-02 18:51:00,2.03254,DOWN,Lose
2024-01-02 18:52:00,2.02954,UP,Win
2024-01-02 18:53:00,2.02904,UP,Lose
2024-01-02 18:54:00,2.05525,UP,Lose
2024-01-02 18:55:00,2.04413,UP,Win
2024-01-02 18:56:00,2.05877,UP,Win
2024-01-02 18:57:00,2.06874,DOWN,Win
2024-01-02 18:58:00,2.07155,DOWN,Win
2024-01-02 18:59:00,2.08913,DOWN,Lose
2024-01-02 19:00:00,2.09285,DOWN,Lose
2024-01-02 19:01:00,2.09674,UP,Lose
2024-01-02 19:02:00,2.09621,UP,Lose
2024-01-02 19:03:00,2.10845,DOWN,Lose
2024-01-02 19:04:00,2.11941,DOWN,Lose
2024-01-02 19:05:00,2.11316,UP,Win
2024-01-02 19:06:00,2.09996,UP,Lose
2024-01-02 19:07:00,2.09793,UP,Lose
2024-01-02 19:08:00,2.08993,DOWN,Win
2024-01-02 19:09:00,2.0893,UP,Lose
2024-01-02 19:10:00,2.10167,UP,Lose
2024-01-02 19:11:00,2.0971,DOWN,Lose
2024-01-02 19:12:00,2.09667,DOWN,Win
2024-01-02 19:13:00,2.09725,DOWN,Win
2024-01-02 19:14:00,2.10574,UP,Lose
2024-01-02 19:15:00,2.08327,UP,Win
2024-01-02 19:16:00,2.0772,DOWN,Lose
2024-01-02 19:17:00,2.07931,UP,Lose
2024-01-02 19:18:00,2.09131,UP,Lose
2024-01-02 19:19:00,2.08639,UP,Win
2024-01-02 19:20:00,2.06763,DOWN,Lose
2024-01-02 19:21:00,2.07383,DOWN,Lose
2024-01-02 19:22:00,2.06747,UP,Lose
2024-01-02 19:23:00,2.05558,UP,Lose
2024-01-02 19:24:00,2.04933,UP,Lose
2024-01-02 19:25:00,2.04749,UP,Win
2024-01-02 19:26:00,2.04144,DOWN,Lose
2024-01-02 19:27:00,2.01938,DOWN,Win
2024-01-02 19:28:00,2.02835,UP,Lose
2024-01-02 19:29:00,2.0411,UP,Win
2024-01-02 19:30:00,2.04762,DOWN,Lose
2024-01-02 19:31:00,2.03624,UP,Lose
2024-01-02 19:32:00,2.03423,DOWN,Win
2024-01-02 19:33:00,2.03416,UP,Win
2024-01-02 19:34:00,2.04015,DOWN,Lose
2024-01-02 19:35:00,2.04683,UP,Win
2024-01-02 19:36:00,2.03949,UP,Win
2024-01-02 19:37:00,2.04031,DOWN,Lose
2024-01-02 19:38:00,2.04488,DOWN,Lose
2024-01-02 19:39:00,2.05944,UP,Lose
2024-01-02 19:40:00,2.06649,UP,Lose
2024-01-02 19:41:00,2.07438,DOWN,Lose
2024-01-02 19:42:00,2.07522,DOWN,Win
2024-01-02 19:43:00,2.08932,UP,Lose
2024-01-02 19:44:00,2.09342,UP,Win
2024-01-02 19:45:00,2.08481,DOWN,Lose
2024-01-02 19:46:00,2.09884,DOWN,Lose
2024-01-02 19:47:00,2.10582,DOWN,Win
2024-01-02 19:48:00,2.10139,DOWN,Lose
2024-01-02 19:49:00,2.0966,DOWN,Win
2024-01-02 19:50:00,2.09956,UP,Win
2024-01-02 19:51:00,2.10419,UP,Win
2024-01-02 19:52:00,2.10617,DOWN,Lose
2024-01-02 19:53:00,2.10928,UP,Lose
2024-01-02 19:54:00,2.12628,UP,Lose
2024-01-02 19:55:00,2.13699,DOWN,Lose
2024-01-02 19:56:00,2.1389,UP,Lose
2024-01-02 19:57:00,2.14831,UP,Lose
2024-01-02 19:58:00,2.13799,UP,Win
2024-01-02 19:59:00,2.14197,DOWN,Lose
2024-01-02 20:00:00,2.16006,DOWN,Lose
2024-01-02 20:01:00,2.15788,UP,Lose
2024-01-02 20:02:00,2.1494,UP,Lose
2024-01-02 20:03:00,2.14288,UP,Win
2024-01-02 20:04:00,2.13199,UP,Win
2024-01-02 20:05:00,2.12414,UP,Win
2024-01-02 20:06:00,2.12043,UP,Win
2024-01-02 20:07:00,2.10638,DOWN,Win
2024-01-02 20:08:00,2.10653,UP,Lose
2024-01-02 20:09:00,2.11556,UP,Win
2024-01-02 20:10:00,2.10648,DOWN,Win
2024-01-02 20:11:00,2.12167,UP,Lose
2024-01-02 20:12:00,2.12678,UP,Lose
2024-01-02 20:13:00,2.13709,UP,Win
2024-01-02 20:14:00,2.13051,UP,Lose
2024-01-02 20:15:00,2.13905,DOWN,Lose
2024-01-02 20:16:00,2.12813,UP,Win
2024-01-02 20:17:00,2.13704,DOWN,Lose
2024-01-02 20:18:00,2.13875,UP,Win
2024-01-02 20:19:00,2.14429,UP,Win
2024-01-02 20:20:00,2.13253,DOWN,Lose
2024-01-02 20:21:00,2.12358,UP,Win
2024-01-02 20:22:00,2.12955,DOWN,Win
2024-01-02 20:23:00,2.12007,DOWN,Lose
2024-01-02 20:24:00,2.1247,DOWN,Lose
2024-01-02 20:25:00,2.11103,UP,Lose
2024-01-02 20:26:00,2.11951,UP,Lose
2024-01-02 20:27:00,2.10719,UP,Win
2024-01-02 20:28:00,2.11271,UP,Lose
2024-01-02 20:29:00,2.11897,DOWN,Lose
2024-01-02 20:30:00,2.112,UP,Win
2024-01-02 20:31:00,2.11782,UP,Win
2024-01-02 20:32:00,2.12042,DOWN,Win
2024-01-02 20:33:00,2.11503,DOWN,Win
2024-01-02 20:34:00,2.10495,UP,Lose
2024-01-02 20:35:00,2.08532,DOWN,Lose
2024-01-02 20:36:00,2.08882,DOWN,Win
2024-01-02 20:37:00,2.07317,DOWN,Win
2024-01-02 20:38:00,2.07412,DOWN,Win
2024-01-02 20:39:00,2.07149,DOWN,Win
2024-01-02 20:40:00,2.07828,UP,Lose
2024-01-02 20:41:00,2.07526,UP,Win
2024-01-02 20:42:00,2.07197,UP,Lose
2024-01-02 20:43:00,2.07928,UP,Win
2024-01-02 20:44:00,2.08264,UP,Lose
2024-01-02 20:45:00,2.0858,UP,Lose
2024-01-02 20:46:00,2.09049,UP,Lose
2024-01-02 20:47:00,2.07513,DOWN,Lose
2024-01-02 20:48:00,2.0827,UP,Win
2024-01-02 20:49:00,2.08883,UP,Lose
2024-01-02 20:50:00,2.07866,UP,Win
2024-01-02 20:51:00,2.07622,DOWN,Lose
2024-01-02 20:52:00,2.07583,UP,Lose
2024-01-02 20:53:00,2.07448,UP,Win
2024-01-02 20:54:00,2.07782,DOWN,Win
2024-01-02 20:55:00,2.09213,UP,Lose
2024-01-02 20:56:00,2.10295,UP,Lose
2024-01-02 20:57:00,2.08983,DOWN,Win
2024-01-02 20:58:00,2.09605,UP,Lose
2024-01-02 20:59:00,2.10934,DOWN,Win
2024-01-02 21:00:00,2.11321,UP,Win
2024-01-02 21:01:00,2.12412,UP,Win
2024-01-02 21:02:00,2.14424,UP,Lose
2024-01-02 21:03:00,2.15448,DOWN,Lose
2024-01-02 21:04:00,2.15697,DOWN,Win
2024-01-02 21:05:00,2.16742,DOWN,Win
2024-01-02 21:06:00,2.16887,UP,Win
2024-01-02 21:07:00,2.16911,UP,Win
2024-01-02 21:08:00,2.16559,DOWN,Lose
2024-01-02 21:09:00,2.18123,DOWN,Win
2024-01-02 21:10:00,2.17304,UP,Lose
2024-01-02 21:11:00,2.18837,UP,Win
2024-01-02 21:12:00,2.19337,UP,Lose
2024-01-02 21:13:00,2.17937,UP,Lose
2024-01-02 21:14:00,2.18305,DOWN,Lose
2024-01-02 21:15:00,2.16205,UP,Lose
2024-01-02 21:16:00,2.1683,UP,Lose
2024-01-02 21:17:00,2.17716,UP,Win
2024-01-02 21:18:00,2.17123,UP,Win
2024-01-02 21:19:00,2.17247,UP,Lose
2024-01-02 21:20:00,2.19201,UP,Win
2024-01-02 21:21:00,2.18695,UP,Win
2024-01-02 21:22:00,2.17636,DOWN,Win
2024-01-02 21:23:00,2.19118,DOWN,Win
2024-01-02 21:24:00,2.21081,DOWN,Win
2024-01-02 21:25:00,2.21084,UP,Win
2024-01-02 21:26:00,2.22096,DOWN,Win
2024-01-02 21:27:00,2.23437,UP,Lose
2024-01-02 21:28:00,2.22695,UP,Win
2024-01-02 21:29:00,2.22209,UP,Win
2024-01-02 21:30:00,2.2344,UP,Win
2024-01-02 21:31:00,2.25125,DOWN,Lose
2024-01-02 21:32:00,2.25688,UP,Lose
2024-01-02 21:33:00,2.24808,UP,Win
2024-01-02 21:34:00,2.26795,DOWN,Lose
2024-01-02 21:35:00,2.26265,DOWN,Lose
2024-01-02 21:36:00,2.25929,DOWN,Win
2024-01-02 21:37:00,2.26272,UP,Lose
2024-01-02 21:38:00,2.27826,DOWN,Win
2024-01-02 21:39:00,2.2868,UP,Lose
2024-01-02 21:40:00,2.29095,UP,Win
2024-01-02 21:41:00,2.29558,DOWN,Lose
2024-01-02 21:42:00,2.29602,DOWN,Win
2024-01-02 21:43:00,2.3016,DOWN,Win
2024-01-02 21:44:00,2.2763,UP,Lose
2024-01-02 21:45:00,2.27333,UP,Win
2024-01-02 21:46:00,2.27575,UP,Win
2024-01-02 21:47:00,2.26424,UP,Lose
2024-01-02 21:48:00,2.2681,UP,Win
2024-01-02 21:49:00,2.26606,UP,Win
2024-01-02 21:50:00,2.28361,DOWN,Lose
2024-01-02 21:51:00,2.29934,UP,Win
2024-01-02 21:52:00,2.29468,DOWN,Lose
2024-01-02 21:53:00,2.29318,DOWN,Win
2024-01-02 21:54:00,2.29244,DOWN,Lose
2024-01-02 21:55:00,2.28792,DOWN,Lose
2024-01-02 21:56:00,2.28987,DOWN,Win
2024-01-02 21:57:00,2.28229,UP,Lose
2024-01-02 21:58:00,2.27098,UP,Win
2024-01-02 21:59:00,2.27721,UP,Win
2024-01-02 22:00:00,2.2835,UP,Lose
2024-01-02 22:01:00,2.27546,DOWN,Win
2024-01-02 22:02:00,2.28441,DOWN,Win
2024-01-02 22:03:00,2.2781,DOWN,Lose
2024-01-02 22:04:00,2.28063,UP,Win
2024-01-02 22:05:00,2.28883,UP,Win
2024-01-02 22:06:00,2.2885,UP,Lose
2024-01-02 22:07:00,2.29304,UP,Win
2024-01-02 22:08:00,2.28788,DOWN,Win
2024-01-02 22:09:00,2.28591,DOWN,Lose
2024-01-02 22:10:00,2.28386,UP,Win
2024-01-02 22:11:00,2.27639,UP,Win
2024-01-02 22:12:00,2.27462,DOWN,Lose
2024-01-02 22:13:00,2.25914,DOWN,Win
2024-01-02 22:14:00,2.25422,DOWN,Win
2024-01-02 22:15:00,2.25138,DOWN,Lose
2024-01-02 22:16:00,2.24881,UP,Lose
2024-01-02 22:17:00,2.2464,DOWN,Win
2024-01-02 22:18:00,2.24578,DOWN,Win
2024-01-02 22:19:00,2.25058,DOWN,Lose
2024-01-02 22:20:00,2.25932,DOWN,Win
2024-01-02 22:21:00,2.25282,UP,Win
2024-01-02 22:22:00,2.24079,UP,Win
2024-01-02 22:23:00,2.23037,UP,Lose
2024-01-02 22:24:00,2.2255,UP,Win
2024-01-02 22:25:00,2.22198,UP,Win
2024-01-02 22:26:00,2.21428,UP,Lose
2024-01-02 22:27:00,2.20132,DOWN,Lose
2024-01-02 22:28:00,2.19676,DOWN,Lose
2024-01-02 22:29:00,2.19857,DOWN,Win
2024-01-02 22:30:00,2.20452,DOWN,Win
2024-01-02 22:31:00,2.19895,UP,Lose
2024-01-02 22:32:00,2.19482,DOWN,Win
2024-01-02 22:33:00,2.18555,UP,Win
2024-01-02 22:34:00,2.18524,DOWN,Win
2024-01-02 22:35:00,2.17675,DOWN,Win
2024-01-02 22:36:00,2.18248,DOWN,Lose
2024-01-02 22:37:00,2.16462,UP,Lose
2024-01-02 22:38:00,2.16103,DOWN,Win
2024-01-02 22:39:00,2.16404,UP,Lose
2024-01-02 22:40:00,2.16588,UP,Win
2024-01-02 22:41:00,2.19281,DOWN,Win
2024-01-02 22:42:00,2.19631,UP,Lose
2024-01-02 22:43:00,2.18627,UP,Lose
2024-01-02 22:44:00,2.18531,DOWN,Win
2024-01-02 22:45:00,2.16755,DOWN,Win
2024-01-02 22:46:00,2.16674,DOWN,Win
2024-01-02 22:47:00,2.15841,DOWN,Win
2024-01-02 22:48:00,2.16757,DOWN,Lose
2024-01-02 22:49:00,2.16207,DOWN,Lose
2024-01-02 22:50:00,2.1609,UP,Win
2024-01-02 22:51:00,2.15455,DOWN,Win
2024-01-02 22:52:00,2.17194,DOWN,Lose
2024-01-02 22:53:00,2.16872,UP,Win
2024-01-02 22:54:00,2.18705,DOWN,Lose
2024-01-02 22:55:00,2.19519,UP,Win
2024-01-02 22:56:00,2.20001,DOWN,Lose
2024-01-02 22:57:00,2.2037,DOWN,Win
2024-01-02 22:58:00,2.20764,UP,Win
2024-01-02 22:59:00,2.18836,DOWN,Win
2024-01-02 23:00:00,2.18557,UP,Lose
2024-01-02 23:01:00,2.19402,DOWN,Lose
2024-01-02 23:02:00,2.19353,DOWN,Win
2024-01-02 23:03:00,2.17948,UP,Win
2024-01-02 23:04:00,2.17896,DOWN,Win
2024-01-02 23:05:00,2.196,DOWN,Win
2024-01-02 23:06:00,2.20847,UP,Lose
2024-01-02 23:07:00,2.20785,DOWN,Lose
2024-01-02 23:08:00,2.21736,UP,Lose
2024-01-02 23:09:00,2.2137,DOWN,Win
2024-01-02 23:10:00,2.19666,UP,Win
2024-01-02 23:11:00,2.18741,DOWN,Lose
2024-01-02 23:12:00,2.20304,UP,Win
2024-01-02 23:13:00,2.2003,UP,Lose
2024-01-02 23:14:00,2.19787,DOWN,Lose
2024-01-02 23:15:00,2.19487,DOWN,Lose
2024-01-02 23:16:00,2.21391,UP,Lose
2024-01-02 23:17:00,2.23017,DOWN,Win
2024-01-02 23:18:00,2.25236,UP,Lose
2024-01-02 23:19:00,2.25077,DOWN,Win
2024-01-02 23:20:00,2.25372,DOWN,Lose
2024-01-02 23:21:00,2.23856,UP,Lose
2024-01-02 23:22:00,2.25333,UP,Lose
2024-01-02 23:23:00,2.24165,DOWN,Lose
2024-01-02 23:24:00,2.24382,DOWN,Win
2024-01-02 23:25:00,2.23284,DOWN,Win
2024-01-02 23:26:00,2.22696,DOWN,Win
2024-01-02 23:27:00,2.21858,DOWN,Win
2024-01-02 23:28:00,2.2125,UP,Lose
2024-01-02 23:29:00,2.20711,DOWN,Win
2024-01-02 23:30:00,2.20163,DOWN,Win
2024-01-02 23:31:00,2.20996,UP,Lose
2024-01-02 23:32:00,2.19892,UP,Win
2024-01-02 23:33:00,2.20112,UP,Win
2024-01-02 23:34:00,2.2133,DOWN,Win
2024-01-02 23:35:00,2.20817,UP,Win
2024-01-02 23:36:00,2.20099,UP,Lose
2024-01-02 23:37:00,2.19868,UP,Lose
2024-01-02 23:38:00,2.21048,UP,Win
2024-01-02 23:39:00,2.21242,DOWN,Lose
2024-01-02 23:40:00,2.20711,DOWN,Win
2024-01-02 23:41:00,2.21195,DOWN,Win
2024-01-02 23:42:00,2.20093,UP,Win
2024-01-02 23:43:00,2.20774,UP,Lose
2024-01-02 23:44:00,2.21183,UP,Lose
2024-01-02 23:45:00,2.20875,UP,Lose
2024-01-02 23:46:00,2.20036,UP,Lose
2024-01-02 23:47:00,2.1915,UP,Lose
2024-01-02 23:48:00,2.19684,DOWN,Lose
2024-01-02 23:49:00,2.20913,DOWN,Win
2024-01-02 23:50:00,2.20276,UP,Lose
2024-01-02 23:51:00,2.20734,DOWN,Win
2024-01-02 23:52:00,2.18647,UP,Win
2024-01-02 23:53:00,2.18063,UP,Lose
2024-01-02 23:54:00,2.18032,DOWN,Win
2024-01-02 23:55:00,2.17122,UP,Win
2024-01-02 23:56:00,2.16185,DOWN,Win
2024-01-02 23:57:00,2.15518,UP,Lose
2024-01-02 23:58:00,2.1581,UP,Lose
2024-01-02 23:59:00,2.15623,DOWN,Win
2024-01-03 00:00:00,2.13384,UP,Lose
2024-01-03 00:01:00,2.11264,UP,Win
2024-01-03 00:02:00,2.10657,UP,Lose
2024-01-03 00:03:00,2.11114,DOWN,Win
2024-01-03 00:04:00,2.08367,UP,Win
2024-01-03 00:05:00,2.07867,UP,Lose
2024-01-03 00:06:00,2.07341,UP,Lose
2024-01-03 00:07:00,2.08729,DOWN,Lose
2024-01-03 00:08:00,2.08344,DOWN,Lose
2024-01-03 00:09:00,2.08727,DOWN,Lose
2024-01-03 00:10:00,2.08869,DOWN,Win
2024-01-03 00:11:00,2.06738,DOWN,Win
2024-01-03 00:12:00,2.07506,UP,Win
2024-01-03 00:13:00,2.07722,DOWN,Lose
2024-01-03 00:14:00,2.0823,DOWN,Lose
2024-01-03 00:15:00,2.12156,UP,Win
2024-01-03 00:16:00,2.10072,DOWN,Win
2024-01-03 00:17:00,2.11797,UP,Win
2024-01-03 00:18:00,2.11509,DOWN,Win
2024-01-03 00:19:00,2.11797,UP,Lose
2024-01-03 00:20:00,2.11751,UP,Win
2024-01-03 00:21:00,2.11327,DOWN,Lose
2024-01-03 00:22:00,2.10757,DOWN,Win
2024-01-03 00:23:00,2.11086,UP,Lose
2024-01-03 00:24:00,2.09569,UP,Lose
2024-01-03 00:25:00,2.1032,UP,Lose
2024-01-03 00:26:00,2.09904,UP,Lose
2024-01-03 00:27:00,2.08774,UP,Win
2024-01-03 00:28:00,2.08324,UP,Win
2024-01-03 00:29:00,2.09581,UP,Win
2024-01-03 00:30:00,2.09045,DOWN,Lose
2024-01-03 00:31:00,2.09404,UP,Win
2024-01-03 00:32:00,2.08673,DOWN,Win
2024-01-03 00:33:00,2.09431,DOWN,Win
2024-01-03 00:34:00,2.10116,UP,Lose
2024-01-03 00:35:00,2.11965,UP,Lose
2024-01-03 00:36:00,2.11789,DOWN,Lose
2024-01-03 00:37:00,2.12458,UP,Win
2024-01-03 00:38:00,2.12556,UP,Win
2024-01-03 00:39:00,2.13852,DOWN,Win
2024-01-03 00:40:00,2.13133,DOWN,Lose
2024-01-03 00:41:00,2.13878,DOWN,Win
2024-01-03 00:42:00,2.13683,UP,Lose
2024-01-03 00:43:00,2.13619,UP,Lose
2024-01-03 00:44:00,2.13711,DOWN,Lose
2024-01-03 00:45:00,2.13963,UP,Lose
2024-01-03 00:46:00,2.13847,DOWN,Win
2024-01-03 00:47:00,2.14062,UP,Win
2024-01-03 00:48:00,2.1564,DOWN,Lose
2024-01-03 00:49:00,2.16625,UP,Win
2024-01-03 00:50:00,2.17494,DOWN,Lose
2024-01-03 00:51:00,2.17039,UP,Win
2024-01-03 00:52:00,2.1615,UP,Win
2024-01-03 00:53:00,2.17105,DOWN,Lose
2024-01-03 00:54:00,2.17981,UP,Lose
2024-01-03 00:55:00,2.19454,UP,Lose
2024-01-03 00:56:00,2.1885,DOWN,Lose
2024-01-03 00:57:00,2.1862,UP,Win
2024-01-03 00:58:00,2.16981,UP,Lose
2024-01-03 00:59:00,2.16588,UP,Win
2024-01-03 01:00:00,2.17585,DOWN,Lose
2024-01-03 01:01:00,2.17118,DOWN,Win
2024-01-03 01:02:00,2.17759,DOWN,Lose
2024-01-03 01:03:00,2.17568,DOWN,Win
2024-01-03 01:04:00,2.17892,DOWN,Win
2024-01-03 01:05:00,2.16745,UP,Win
2024-01-03 01:06:00,2.1683,UP,Lose
2024-01-03 01:07:00,2.13839,DOWN,Lose
2024-01-03 01:08:00,2.13652,UP,Lose
2024-01-03 01:09:00,2.12021,UP,Lose
2024-01-03 01:10:00,2.13227,UP,Win
2024-01-03 01:11:00,2.14005,UP,Win
2024-01-03 01:12:00,2.14471,DOWN,Win
2024-01-03 01:13:00,2.15992,DOWN,Lose
2024-01-03 01:14:00,2.15044,UP,Win
2024-01-03 01:15:00,2.16791,UP,Win
2024-01-03 01:16:00,2.17723,DOWN,Lose
2024-01-03 01:17:00,2.17487,UP,Lose
2024-01-03 01:18:00,2.18622,UP,Win
2024-01-03 01:19:00,2.17516,UP,Lose
2024-01-03 01:20:00,2.16691,DOWN,Lose
2024-01-03 01:21:00,2.16083,DOWN,Lose
2024-01-03 01:22:00,2.15554,UP,Lose
2024-01-03 01:23:00,2.14497,UP,Win
2024-01-03 01:24:00,2.1572,UP,Win
2024-01-03 01:25:00,2.15461,UP,Win
2024-01-03 01:26:00,2.15814,UP,Win
2024-01-03 01:27:00,2.15244,UP,Win
2024-01-03 01:28:00,2.13423,DOWN,Lose
2024-01-03 01:29:00,2.13693,DOWN,Win
2024-01-03 01:30:00,2.11781,UP,Win
2024-01-03 01:31:00,2.11712,DOWN,Lose
2024-01-03 01:32:00,2.10344,UP,Lose
2024-01-03 01:33:00,2.12331,UP,Lose
2024-01-03 01:34:00,2.13242,DOWN,Win
2024-01-03 01:35:00,2.13348,DOWN,Lose
2024-01-03 01:36:00,2.14612,UP,Lose
2024-01-03 01:37:00,2.13766,UP,Lose
2024-01-03 01:38:00,2.14309,DOWN,Win
2024-01-03 01:39:00,2.14509,DOWN,Lose
2024-01-03 01:40:00,2.14773,UP,Lose
2024-01-03 01:41:00,2.16045,UP,Win
2024-01-03 01:42:00,2.16778,UP,Lose
2024-01-03 01:43:00,2.17066,DOWN,Win
2024-01-03 01:44:00,2.15412,UP,Win
2024-01-03 01:45:00,2.14452,DOWN,Lose
2024-01-03 01:46:00,2.14329,UP,Win
2024-01-03 01:47:00,2.14422,DOWN,Lose
2024-01-03 01:48:00,2.13292,DOWN,Lose
2024-01-03 01:49:00,2.15704,DOWN,Lose
2024-01-03 01:50:00,2.1722,DOWN,Lose
2024-01-03 01:51:00,2.17822,UP,Win
2024-01-03 01:52:00,2.17894,DOWN,Lose
2024-01-03 01:53:00,2.17682,DOWN,Lose
2024-01-03 01:54:00,2.1673,DOWN,Lose
2024-01-03 01:55:00,2.16808,UP,Win
2024-01-03 01:56:00,2.17065,UP,Win
2024-01-03 01:57:00,2.15824,UP,Lose
2024-01-03 01:58:00,2.16158,UP,Win
2024-01-03 01:59:00,2.16003,UP,Win
2024-01-03 02:00:00,2.14095,UP,Lose
2024-01-03 02:01:00,2.13234,DOWN,Lose
2024-01-03 02:02:00,2.12821,DOWN,Lose
2024-01-03 02:03:00,2.14708,DOWN,Lose
2024-01-03 02:04:00,2.15265,UP,Lose
2024-01-03 02:05:00,2.13929,DOWN,Win
2024-01-03 02:06:00,2.14416,DOWN,Lose
2024-01-03 02:07:00,2.12868,UP,Lose
2024-01-03 02:08:00,2.13951,DOWN,Lose
2024-01-03 02:09:00,2.1348,UP,Lose
2024-01-03 02:10:00,2.13386,DOWN,Lose
2024-01-03 02:11:00,2.14712,UP,Win
2024-01-03 02:12:00,2.13425,UP,Lose
2024-01-03 02:13:00,2.12028,UP,Win
2024-01-03 02:14:00,2.11444,DOWN,Lose
2024-01-03 02:15:00,2.12482,DOWN,Lose
2024-01-03 02:16:00,2.10963,UP,Lose
2024-01-03 02:17:00,2.08131,UP,Win
2024-01-03 02:18:00,2.0768,DOWN,Lose
2024-01-03 02:19:00,2.08232,DOWN,Lose
2024-01-03 02:20:00,2.09432,UP,Lose
2024-01-03 02:21:00,2.08969,DOWN,Lose
2024-01-03 02:22:00,2.08557,DOWN,Lose
2024-01-03 02:23:00,2.09711,DOWN,Lose
2024-01-03 02:24:00,2.07841,UP,Lose
2024-01-03 02:25:00,2.07453,UP,Win
2024-01-03 02:26:00,2.07643,DOWN,Lose
2024-01-03 02:27:00,2.08092,UP,Lose
2024-01-03 02:28:00,2.07583,DOWN,Lose
2024-01-03 02:29:00,2.07617,DOWN,Win
2024-01-03 02:30:00,2.05129,UP,Win
2024-01-03 02:31:00,2.04471,UP,Lose
2024-01-03 02:32:00,2.04924,UP,Win
2024-01-03 02:33:00,2.03942,DOWN,Lose
2024-01-03 02:34:00,2.04001,DOWN,Lose
2024-01-03 02:35:00,2.04448,UP,Win
2024-01-03 02:36:00,2.04105,UP,Lose
2024-01-03 02:37:00,2.04276,UP,Win
2024-01-03 02:38:00,2.03313,DOWN,Win
2024-01-03 02:39:00,2.03106,DOWN,Win
2024-01-03 02:40:00,2.03716,DOWN,Lose
2024-01-03 02:41:00,2.03873,UP,Lose
2024-01-03 02:42:00,2.03287,UP,Lose
2024-01-03 02:43:00,2.03511,DOWN,Lose
2024-01-03 02:44:00,2.04226,UP,Lose
2024-01-03 02:45:00,2.02176,UP,Lose
2024-01-03 02:46:00,2.03335,UP,Lose
2024-01-03 02:47:00,2.02999,UP,Win
2024-01-03 02:48:00,2.03424,DOWN,Lose
2024-01-03 02:49:00,2.04621,UP,Lose
2024-01-03 02:50:00,2.0325,DOWN,Lose
2024-01-03 02:51:00,2.0254,DOWN,Win
2024-01-03 02:52:00,2.02252,UP,Win
2024-01-03 02:53:00,2.01468,DOWN,Win
2024-01-03 02:54:00,2.03203,DOWN,Lose
